,rmse,mae,r2,rmse_mean,mae_mean,r2_mean
60,2.0981427633400632e-05,1.145017813333318e-05,0.9987955789552107,,,
80,4.0501614987132065e-05,2.205866506666664e-05,0.9944251314981862,,,
100,3.9926860832027246e-05,2.0731278933333352e-05,0.9938766677334172,,,
aggregate,,,,3.3803301150853313e-05,1.8080040711111057e-05,0.9956991260622714
