DF_index,RMSE_mean,MAE_mean,R2_mean
1,0.00013553452134884802,9.864291132642591e-05,0.928076069325952
2,0.00015417514992759076,0.00010844704876533116,0.9233130152074956
3,9.356488926922991e-05,6.395435089586264e-05,0.9742479780376501
