,rmse,mae,r2,rmse_mean,mae_mean,r2_mean
100,3.5085887254629995e-06,2.259872000000274e-06,0.9999668553615076,,,
120,6.3404261742496085e-06,4.124645333333199e-06,0.9998927359013766,,,
200,8.578107762334778e-06,5.067493333333216e-06,0.9998009160500219,,,
250,8.146531299475141e-06,4.6796959999999375e-06,0.9998146014190991,,,
aggregate,,,,6.643413490380632e-06,4.032926666666656e-06,0.9998687771830013
