,rmse,mae,r2,rmse_mean,mae_mean,r2_mean
100,2.123627299379129e-06,1.5228640000007017e-06,0.9999813188743911,,,
120,3.5587399143204394e-06,2.6357280000000783e-06,0.9999476882174485,,,
200,6.8127820729374965e-06,4.6035200000001285e-06,0.9998050163044682,,,
250,8.152692828480819e-06,5.384288000000257e-06,0.9997223547743528,,,
aggregate,,,,5.161960528779471e-06,3.5366000000002915e-06,0.9998640945426651
