,rmse,mae,r2,rmse_mean,mae_mean,r2_mean
80,1.3207517295708773e-05,5.634234666666598e-06,0.999576905214519,,,
100,1.296263127454496e-05,6.807598933333093e-06,0.9995964301726369,,,
aggregate,,,,1.3085074285126867e-05,6.220916799999846e-06,0.999586667693578
